Computed Missing Max Age,Race / Ethnicity,Date Of Last Contact,State Of Last Contact,Gender
54.0,White / Caucasian,10/25/04,ME,Male
16.0,White / Caucasian,1/19/79,NJ,Male
32.0,White / Caucasian,8/15/15,CO,Female
54.0,White / Caucasian,11/19/77,OH,Female
4.0,Other,11/27/12,CA,Male
35.0,White / Caucasian,1/6/15,AR,Male
48.0,White / Caucasian,6/2/12,NY,Male
56.0,White / Caucasian,5/9/14,TX,Female
27.0,Hispanic / Latino,11/12/13,CA,Female
35.0,White / Caucasian,11/16/81,CA,Male
45.0,Hispanic / Latino,6/6/11,AZ,Male
51.0,White / Caucasian,12/14/00,FL,Female
43.0,White / Caucasian,7/1/17,AL,Female
55.0,Black / African American,5/30/16,LA,Male
71.0,White / Caucasian,2/7/17,WV,Female
36.0,White / Caucasian;Hispanic / Latino,6/4/17,AZ,Female
35.0,White / Caucasian,4/1/69,PA,Male
49.0,White / Caucasian,12/19/17,MN,Male
50.0,White / Caucasian,7/31/13,AZ,Male
52.0,White / Caucasian,4/1/92,KY,Male
33.0,White / Caucasian,12/27/89,KY,Male
15.0,Black / African American,3/18/90,GA,Female
37.0,White / Caucasian,11/29/03,NC,Male
32.0,White / Caucasian,2/8/92,NC,Female
35.0,White / Caucasian,10/3/77,CA,Male
23.0,Black / African American,6/30/92,CA,Female
52.0,White / Caucasian,12/22/10,LA,Male
21.0,White / Caucasian,3/1/77,WA,Male
18.0,White / Caucasian,11/1/79,TX,Female
24.0,White / Caucasian,3/28/87,TX,Male
51.0,White / Caucasian,5/29/01,TX,Male
19.0,Black / African American,10/30/00,TX,Female
58.0,White / Caucasian,2/26/06,CA,Male
51.0,White / Caucasian,2/16/83,CA,Male
15.0,White / Caucasian,3/9/17,TN,Male
35.0,White / Caucasian,12/27/17,FL,Male
31.0,Black / African American,7/24/12,TX,Male
22.0,White / Caucasian,5/25/17,CA,Male
22.0,White / Caucasian,3/21/86,CA,Male
32.0,Black / African American,11/4/98,FL,Female
43.0,White / Caucasian,3/26/03,OK,Male
19.0,White / Caucasian,12/6/82,IN,Male
30.0,White / Caucasian;Hispanic / Latino,12/15/16,TX,Male
48.0,Native American / Alaskan Native,6/1/17,OK,Male
39.0,White / Caucasian,11/5/87,CA,Male
54.0,White / Caucasian;Hispanic / Latino,3/19/81,CA,Male
21.0,White / Caucasian,8/2/79,CA,Male
27.0,Black / African American,6/3/17,TX,Male
32.0,White / Caucasian;Hispanic / Latino,5/13/17,TX,Male
48.0,Black / African American,6/16/16,NC,Male
41.0,White / Caucasian,7/28/06,AK,Male
2.0,Black / African American,5/1/15,MI,Female
48.0,White / Caucasian,12/26/16,OH,Female
23.0,Black / African American,8/1/16,MI,Female
47.0,White / Caucasian,11/13/15,ME,Male
20.0,White / Caucasian,9/1/02,AR,Female
21.0,White / Caucasian,11/25/15,KS,Female
39.0,White / Caucasian;Black / African American,1/31/16,MI,Male
41.0,White / Caucasian,3/4/00,VA,Male
21.0,White / Caucasian,7/4/03,OH,Male
17.0,White / Caucasian,5/10/93,FL,Female
25.0,White / Caucasian,7/9/95,OR,Female
83.0,White / Caucasian,5/18/05,IA,Female
63.0,White / Caucasian,6/3/14,CA,Male
51.0,White / Caucasian,8/3/11,KY,Female
17.0,Black / African American,12/23/77,MS,Male
29.0,White / Caucasian,2/13/77,NY,Female
36.0,White / Caucasian,4/7/97,CA,Male
72.0,White / Caucasian,12/15/87,CA,Male
58.0,White / Caucasian,8/16/93,NV,Female
12.0,White / Caucasian,2/13/73,NY,Female
46.0,White / Caucasian;Hispanic / Latino,8/6/98,CA,Male
38.0,White / Caucasian;Hispanic / Latino,5/5/00,FL,Male
40.0,Black / African American,4/1/07,MN,Male
51.0,White / Caucasian,6/26/02,MN,Male
43.0,White / Caucasian,7/22/94,MN,Male
21.0,White / Caucasian,3/15/93,MN,Male
47.0,White / Caucasian,6/12/11,CA,Female
18.0,White / Caucasian,5/5/10,WA,Female
50.0,White / Caucasian,9/28/06,TX,Female
0.0,Hispanic / Latino,11/28/06,CA,Male
2.0,Hispanic / Latino,7/30/08,CA,Male
27.0,Hispanic / Latino,3/16/11,AZ,Male
37.0,White / Caucasian,8/13/02,OR,Female
28.0,Hispanic / Latino,2/1/06,AZ,Male
41.0,Hispanic / Latino,2/1/06,AZ,Female
76.0,White / Caucasian,10/7/97,WA,Male
53.0,Native American / Alaskan Native,9/5/99,OK,Male
17.0,White / Caucasian,9/26/04,WA,Male
1.0,White / Caucasian,4/15/83,AZ,Male
72.0,Black / African American,10/1/17,AL,Male
48.0,White / Caucasian,6/7/17,MA,Male
81.0,White / Caucasian,12/31/97,IL,Male
47.0,White / Caucasian,7/17/06,FL,Male
29.0,White / Caucasian,7/14/16,AZ,Male
25.0,Asian,3/1/11,WA,Male
63.0,White / Caucasian,7/2/14,FL,Female
22.0,Hispanic / Latino,12/19/96,OK,Male
33.0,White / Caucasian,7/25/05,VA,Male
47.0,White / Caucasian,10/18/14,MI,Male
36.0,White / Caucasian,1/24/08,MI,Female
18.0,White / Caucasian,7/8/79,CA,Female
24.0,Black / African American,6/24/10,FL,Female
25.0,White / Caucasian,12/18/13,AL,Male
65.0,White / Caucasian,3/12/93,KS,Female
38.0,White / Caucasian,12/13/13,WV,Male
43.0,Black / African American,3/31/06,GA,Female
21.0,White / Caucasian,4/3/87,AR,Male
21.0,Hispanic / Latino,11/24/04,AZ,Female
42.0,White / Caucasian,6/25/17,IL,Male
22.0,White / Caucasian,4/4/17,WA,Male
54.0,White / Caucasian,9/25/87,WI,Male
72.0,White / Caucasian,12/1/11,NV,Female
24.0,White / Caucasian,4/15/83,PA,Male
17.0,White / Caucasian,9/1/74,OH,Female
54.0,White / Caucasian,4/9/16,NC,Female
20.0,White / Caucasian,8/13/14,AL,Female
23.0,Black / African American,9/1/99,MI,Male
34.0,White / Caucasian,3/11/70,OH,Female
28.0,Black / African American,9/2/98,MS,Female
35.0,Black / African American,2/1/07,MI,Male
39.0,Hispanic / Latino,6/26/10,AZ,Female
76.0,White / Caucasian,10/22/99,FL,Female
31.0,White / Caucasian,2/2/12,TX,Male
29.0,White / Caucasian,8/25/80,FL,Male
31.0,Black / African American,12/10/10,MA,Male
75.0,White / Caucasian,8/10/95,ND,Male
19.0,White / Caucasian;Hispanic / Latino,11/23/83,CA,Female
6.0,Other,8/11/09,TN,Female
23.0,White / Caucasian,3/5/84,FL,Female
44.0,White / Caucasian,8/13/04,NE,Male
30.0,White / Caucasian,12/1/99,CA,Female
20.0,Native American / Alaskan Native,10/26/13,AK,Male
13.0,Black / African American,7/4/78,KS,Female
19.0,White / Caucasian,9/30/80,AK,Male
35.0,White / Caucasian,6/2/17,NY,Male
27.0,White / Caucasian;Hispanic / Latino,8/16/10,TX,Male
19.0,Other,8/7/09,CA,Male
23.0,White / Caucasian,1/20/85,CA,Male
51.0,White / Caucasian,10/1/17,OK,Female
10.0,White / Caucasian,7/16/52,CT,Female
16.0,White / Caucasian;Hispanic / Latino,3/21/16,TX,Male
16.0,Hispanic / Latino,1/8/17,MO,Male
68.0,White / Caucasian,10/26/93,MO,Male
23.0,White / Caucasian,4/1/81,TX,Female
41.0,White / Caucasian,8/21/00,WI,Female
79.0,Asian,9/18/17,WA,Male
17.0,White / Caucasian;Hispanic / Latino,8/20/12,UT,Male
46.0,White / Caucasian,2/21/17,ME,Male
46.0,White / Caucasian,7/16/93,PA,Male
51.0,White / Caucasian,4/8/82,OK,Male
21.0,White / Caucasian,9/24/88,SC,Male
38.0,White / Caucasian,1/1/79,CA,Male
22.0,White / Caucasian,4/9/12,VA,Female
13.0,White / Caucasian,11/7/08,WA,Male
12.0,White / Caucasian,8/28/11,VT,Female
32.0,Black / African American,7/14/04,TN,Female
22.0,White / Caucasian,1/1/67,OR,Female
52.0,White / Caucasian,4/2/14,CA,Female
49.0,White / Caucasian,6/28/96,AZ,Male
35.0,Asian,7/7/14,CA,Female
38.0,White / Caucasian,6/1/98,IN,Male
59.0,White / Caucasian,11/18/12,IN,Male
22.0,White / Caucasian;Hispanic / Latino,4/7/93,FL,Female
28.0,White / Caucasian,4/1/74,AK,Male
0.0,Other,3/16/06,CA,Female
32.0,White / Caucasian,7/5/12,KY,Male
33.0,White / Caucasian,5/22/81,CA,Male
35.0,White / Caucasian,5/1/57,CA,Male
31.0,Hispanic / Latino,5/7/10,AZ,Male
55.0,White / Caucasian,2/29/16,IN,Male
27.0,Black / African American,1/31/13,TX,Male
42.0,White / Caucasian,2/1/09,NC,Male
35.0,White / Caucasian,9/1/65,WV,Male
23.0,Hispanic / Latino,6/17/15,TX,Male
37.0,White / Caucasian,6/18/78,CO,Male
32.0,Hispanic / Latino,7/27/09,TX,Male
53.0,White / Caucasian,7/19/81,WA,Female
33.0,White / Caucasian,4/4/96,FL,Male
58.0,White / Caucasian;Hispanic / Latino,5/7/96,CA,Male
54.0,White / Caucasian,9/30/14,OR,Female
25.0,White / Caucasian,8/12/13,FL,Female
39.0,Black / African American,2/13/84,MD,Male
48.0,White / Caucasian,1/13/80,CA,Male
16.0,White / Caucasian,4/21/11,CA,Female
29.0,Black / African American,5/14/11,PA,Male
51.0,Black / African American,7/30/03,AR,Female
15.0,Black / African American,2/20/18,NJ,Male
50.0,White / Caucasian,12/25/16,WI,Female
27.0,Black / African American,3/12/18,GA,Female
65.0,White / Caucasian,12/4/08,NJ,Male
63.0,White / Caucasian;Hispanic / Latino,2/1/00,AZ,Male
31.0,Black / African American,10/20/93,FL,Female
0.0,Black / African American,12/11/80,VA,Male
9.0,White / Caucasian;Hispanic / Latino,5/29/16,FL,Female
18.0,Black / African American,10/11/16,IN,Male
55.0,White / Caucasian,12/28/14,NY,Male
31.0,White / Caucasian,5/18/81,MA,Female
33.0,White / Caucasian,1/3/16,TX,Male
34.0,White / Caucasian,12/7/15,MN,Male
19.0,White / Caucasian,11/5/92,HI,Male
18.0,White / Caucasian,8/15/76,FL,Female
33.0,Uncertain,1/1/04,CA,Male
48.0,Black / African American,4/29/90,FL,Male
37.0,White / Caucasian,5/28/94,VA,Female
54.0,White / Caucasian,8/19/14,WA,Male
44.0,White / Caucasian,4/2/09,ID,Male
67.0,White / Caucasian,3/2/06,KY,Male
69.0,White / Caucasian,6/25/92,WV,Male
22.0,Other,8/25/16,AK,Male
30.0,White / Caucasian,4/9/01,OH,Male
42.0,White / Caucasian,8/7/12,KS,Male
48.0,White / Caucasian,11/11/14,WA,Male
46.0,Black / African American,1/27/14,NJ,Female
68.0,Black / African American,11/4/13,TX,Male
33.0,Hispanic / Latino;Uncertain,1/23/99,CA,Male
20.0,White / Caucasian,7/4/78,CA,Male
58.0,White / Caucasian,10/3/02,OR,Female
70.0,White / Caucasian,12/31/08,SC,Male
15.0,White / Caucasian,5/23/11,CA,Female
38.0,White / Caucasian,3/29/09,FL,Female
22.0,White / Caucasian,3/10/77,IN,Female
32.0,Black / African American,1/6/94,TX,Female
19.0,White / Caucasian,8/4/91,OK,Female
38.0,White / Caucasian,10/4/16,OH,Male
28.0,Hispanic / Latino,7/20/90,CA,Male
56.0,White / Caucasian,1/1/05,NY,Male
52.0,White / Caucasian,1/30/15,OH,Female
31.0,White / Caucasian,4/3/14,KY,Female
23.0,Black / African American,7/12/01,MI,Male
39.0,Black / African American,11/15/98,MI,Male
15.0,White / Caucasian,8/2/13,IA,Male
18.0,White / Caucasian,2/11/88,NM,Male
44.0,White / Caucasian,9/18/13,CA,Male
49.0,White / Caucasian,11/11/01,WA,Male
54.0,Black / African American,11/24/05,MI,Male
35.0,White / Caucasian,7/14/92,TX,Male
49.0,White / Caucasian,10/2/08,OR,Male
21.0,White / Caucasian,4/26/17,CO,Male
52.0,White / Caucasian,7/15/11,WA,Male
25.0,White / Caucasian,4/3/13,OH,Female
44.0,White / Caucasian,6/11/91,LA,Male
37.0,White / Caucasian,2/10/12,CA,Male
30.0,White / Caucasian,5/26/10,TX,Female
37.0,White / Caucasian,8/20/06,CA,Male
20.0,Native American / Alaskan Native,2/7/11,WA,Female
20.0,White / Caucasian,2/21/12,WA,Male
25.0,White / Caucasian,5/28/76,WY,Male
19.0,White / Caucasian,12/6/81,CA,Female
43.0,White / Caucasian,9/22/11,VA,Female
29.0,White / Caucasian;Hispanic / Latino,2/11/06,GA,Female
21.0,White / Caucasian,4/2/09,LA,Male
0.0,White / Caucasian,6/29/11,MI,Female
31.0,White / Caucasian,1/1/52,DE,Female
69.0,White / Caucasian,5/1/89,TX,Male
45.0,White / Caucasian,11/29/93,TN,Male
32.0,Black / African American,7/19/16,MD,Female
15.0,White / Caucasian;Hispanic / Latino,4/26/16,NJ,Female
20.0,White / Caucasian,4/15/16,OR,Male
25.0,White / Caucasian,4/17/88,CA,Male
55.0,White / Caucasian,8/10/12,CA,Male
49.0,Hispanic / Latino,7/23/15,AZ,Male
79.0,White / Caucasian;Hispanic / Latino,10/9/15,TX,Male
56.0,White / Caucasian,1/8/89,TN,Male
44.0,White / Caucasian,3/18/03,TX,Male
39.0,Hispanic / Latino,12/19/89,IA,Male
26.0,White / Caucasian,11/16/13,OR,Male
29.0,White / Caucasian,7/26/75,MD,Male
30.0,White / Caucasian,12/13/77,WA,Female
24.0,White / Caucasian,11/8/86,TX,Female
17.0,Hispanic / Latino,9/30/13,OR,Male
25.0,White / Caucasian,4/13/86,MA,Female
49.0,White / Caucasian,2/2/12,WI,Male
50.0,White / Caucasian,6/13/17,NM,Male
36.0,Black / African American,8/6/17,OH,Female
25.0,Native American / Alaskan Native,5/31/84,OK,Male
69.0,White / Caucasian;Hispanic / Latino,12/15/10,NC,Female
61.0,White / Caucasian,3/28/15,WV,Male
41.0,White / Caucasian,12/4/17,WA,Male
32.0,White / Caucasian;Hispanic / Latino,8/17/13,AZ,Male
31.0,White / Caucasian,3/7/83,NY,Male
28.0,White / Caucasian,8/1/60,AZ,Female
22.0,Hispanic / Latino,3/14/10,AZ,Male
31.0,Hispanic / Latino,3/15/13,CA,Male
56.0,White / Caucasian,7/1/01,FL,Male
23.0,White / Caucasian,12/2/11,CA,Male
28.0,White / Caucasian,6/5/12,AZ,Male
18.0,White / Caucasian,11/16/11,OR,Male
41.0,White / Caucasian,8/7/12,MA,Female
26.0,Black / African American,11/28/11,MI,Female
38.0,Black / African American,5/5/97,MI,Male
41.0,Black / African American,11/1/96,MI,Female
28.0,White / Caucasian,12/17/78,WA,Male
39.0,White / Caucasian,4/18/86,CA,Female
38.0,White / Caucasian,11/1/78,AR,Female
16.0,White / Caucasian,6/13/17,KY,Male
63.0,White / Caucasian,4/30/18,IL,Male
31.0,White / Caucasian,11/1/87,NH,Male
34.0,White / Caucasian;Hispanic / Latino,5/19/06,TX,Male
29.0,White / Caucasian;Hispanic / Latino,9/5/12,TX,Female
28.0,White / Caucasian,1/15/92,IN,Male
49.0,White / Caucasian,4/10/10,TN,Male
2.0,White / Caucasian,7/10/15,ID,Male
32.0,White / Caucasian,6/24/15,MS,Male
24.0,White / Caucasian,1/9/18,FL,Male
44.0,White / Caucasian,6/29/97,AK,Male
27.0,Other,12/20/17,TX,Male
36.0,White / Caucasian,8/24/14,ID,Male
54.0,White / Caucasian,11/1/14,TX,Female
29.0,White / Caucasian;Hispanic / Latino,3/19/17,OR,Male
62.0,White / Caucasian,6/17/12,WV,Male
42.0,White / Caucasian,9/15/12,WV,Female
22.0,White / Caucasian,10/24/16,WV,Male
65.0,White / Caucasian,12/7/78,CA,Female
28.0,Hispanic / Latino,2/1/15,TX,Male
44.0,White / Caucasian,2/9/82,FL,Male
33.0,White / Caucasian;Hispanic / Latino,3/13/01,IL,Female
42.0,White / Caucasian,7/22/14,OK,Male
17.0,Other,4/22/11,MO,Male
18.0,Native American / Alaskan Native,2/4/15,NC,Female
59.0,White / Caucasian,12/14/14,IL,Male
22.0,White / Caucasian,4/13/71,CA,Female
27.0,Black / African American,9/5/14,FL,Female
23.0,White / Caucasian,12/21/14,MA,Female
34.0,White / Caucasian,3/12/79,IA,Male
50.0,White / Caucasian,8/7/83,WA,Male
54.0,Black / African American,11/26/13,MI,Male
36.0,Asian,12/16/12,WA,Male
21.0,White / Caucasian,1/24/79,CA,Female
26.0,White / Caucasian;Hispanic / Latino,9/20/02,AZ,Male
46.0,White / Caucasian;Hispanic / Latino,6/30/13,AZ,Male
35.0,White / Caucasian;Hispanic / Latino,3/1/03,CA,Male
40.0,Hispanic / Latino,7/20/10,AZ,Male
35.0,Hispanic / Latino,7/1/10,AZ,Male
50.0,White / Caucasian,5/17/10,KY,Male
33.0,White / Caucasian,12/21/06,KY,Female
18.0,Hispanic / Latino,9/26/10,AZ,Male
40.0,Black / African American,4/21/97,OH,Female
59.0,White / Caucasian,3/4/03,VA,Male
29.0,White / Caucasian,2/22/12,ND,Male
19.0,White / Caucasian,10/10/79,TX,Female
49.0,White / Caucasian,8/7/88,CO,Male
28.0,Black / African American,6/1/03,MI,Male
21.0,White / Caucasian;Hispanic / Latino,7/16/17,TX,Male
66.0,White / Caucasian,4/6/18,TX,Male
28.0,White / Caucasian;Hispanic / Latino,1/16/17,TX,Male
28.0,White / Caucasian,5/24/16,WA,Male
39.0,Black / African American,6/2/17,TX,Male
26.0,White / Caucasian,3/3/95,FL,Female
84.0,White / Caucasian,12/30/96,OR,Male
19.0,White / Caucasian,7/22/91,OR,Male
27.0,White / Caucasian,4/2/84,OR,Male
22.0,White / Caucasian,2/15/91,OR,Male
35.0,White / Caucasian,9/3/16,OR,Male
25.0,White / Caucasian,1/12/97,IN,Male
56.0,White / Caucasian,5/19/12,AR,Male
36.0,Black / African American,1/28/15,GA,Female
33.0,Native American / Alaskan Native,3/12/15,FL,Female
75.0,White / Caucasian,2/1/06,FL,Male
24.0,White / Caucasian,7/30/93,KY,Female
46.0,Black / African American,5/20/07,OH,Female
70.0,Other,3/21/11,IN,Female
41.0,White / Caucasian,10/10/97,WI,Female
53.0,White / Caucasian,12/13/07,NY,Male
24.0,White / Caucasian,12/8/08,KS,Male
56.0,White / Caucasian,11/12/02,TN,Male
69.0,White / Caucasian,1/1/18,NY,Male
16.0,White / Caucasian,5/5/13,FL,Male
25.0,White / Caucasian;Hispanic / Latino,12/9/83,FL,Male
24.0,White / Caucasian,6/6/84,FL,Male
41.0,White / Caucasian,12/24/98,FL,Male
55.0,White / Caucasian,7/25/07,CO,Male
50.0,White / Caucasian;Hispanic / Latino,3/16/91,FL,Male
4.0,White / Caucasian,9/1/02,AR,Male
30.0,White / Caucasian,9/11/92,MN,Male
19.0,White / Caucasian,4/1/75,CA,Male
61.0,White / Caucasian,2/3/79,IA,Female
27.0,Black / African American,5/1/01,DC,Female
26.0,White / Caucasian,8/5/14,CA,Male
37.0,Black / African American,2/1/14,FL,Female
26.0,White / Caucasian,11/13/86,MO,Female
56.0,White / Caucasian,7/6/10,NV,Male
31.0,White / Caucasian;Hispanic / Latino,6/3/86,CA,Female
32.0,White / Caucasian,3/22/12,CA,Male
38.0,White / Caucasian,1/1/10,CA,Male
40.0,White / Caucasian,8/13/17,TX,Male
41.0,White / Caucasian,10/31/06,WA,Male
48.0,White / Caucasian,2/20/16,AL,Male
17.0,White / Caucasian,2/1/16,OR,Female
6.0,Other,3/28/07,CA,Male
1.0,Hispanic / Latino,5/6/03,NJ,Male
36.0,White / Caucasian,2/13/91,AZ,Male
16.0,White / Caucasian;Hispanic / Latino,5/10/13,WA,Male
21.0,White / Caucasian,1/22/90,OR,Male
22.0,White / Caucasian,8/2/80,CA,Female
27.0,White / Caucasian,3/29/81,CA,Male
22.0,Black / African American,3/30/76,FL,Male
14.0,White / Caucasian,8/14/78,IN,Male
21.0,White / Caucasian,7/6/98,WI,Male
43.0,White / Caucasian,11/1/06,KY,Female
43.0,Other,6/6/11,CA,Male
8.0,Other,12/22/08,NJ,Male
37.0,White / Caucasian,2/13/98,AL,Female
29.0,White / Caucasian,12/28/99,AL,Female
16.0,Hispanic / Latino,10/23/16,TX,Male
32.0,White / Caucasian,11/18/85,CA,Male
26.0,Black / African American,4/4/87,AZ,Male
19.0,White / Caucasian,8/27/16,MI,Male
38.0,White / Caucasian,6/6/86,ME,Male
64.0,White / Caucasian,6/2/86,ME,Male
0.0,Hispanic / Latino,12/1/09,CA,Female
60.0,White / Caucasian,12/17/07,FL,Female
73.0,White / Caucasian,7/2/06,WA,Male
50.0,Hispanic / Latino,12/4/09,AZ,Male
40.0,White / Caucasian,4/20/11,PA,Male
35.0,White / Caucasian,11/3/15,WA,Female
50.0,White / Caucasian,4/1/04,TN,Female
37.0,Asian,12/19/15,OR,Female
29.0,White / Caucasian,4/10/15,OH,Female
45.0,White / Caucasian,12/20/04,MA,Male
43.0,White / Caucasian,7/15/11,AK,Male
48.0,White / Caucasian,5/24/14,AK,Female
24.0,White / Caucasian,2/1/92,MS,Male
32.0,Native American / Alaskan Native,8/12/08,AZ,Male
31.0,White / Caucasian,9/18/84,CO,Female
54.0,White / Caucasian,8/18/76,NV,Male
31.0,White / Caucasian,7/25/75,CA,Male
25.0,Other,3/28/15,LA,Male
15.0,Hispanic / Latino,6/1/14,VA,Male
17.0,White / Caucasian,10/13/11,WA,Male
62.0,Black / African American,6/2/14,PA,Female
20.0,Black / African American,1/12/15,MI,Male
20.0,White / Caucasian,10/19/10,TX,Male
37.0,White / Caucasian,2/14/16,FL,Male
26.0,White / Caucasian,9/12/13,GA,Female
21.0,White / Caucasian;Hispanic / Latino,8/11/11,TX,Male
52.0,White / Caucasian,4/29/14,WA,Male
24.0,White / Caucasian,6/1/72,CA,Male
86.0,White / Caucasian,8/1/08,TX,Female
28.0,White / Caucasian,1/1/86,IN,Male
18.0,Black / African American,7/28/87,GA,Female
31.0,White / Caucasian,8/10/82,IN,Male
42.0,White / Caucasian,1/20/97,AK,Male
23.0,White / Caucasian,9/10/15,AK,Male
53.0,White / Caucasian,1/20/16,OR,Male
25.0,White / Caucasian,1/1/86,UT,Female
52.0,White / Caucasian,7/5/15,WA,Male
15.0,Hispanic / Latino,6/25/08,CA,Female
63.0,Black / African American,4/30/12,LA,Male
32.0,White / Caucasian,4/28/00,NJ,Male
24.0,White / Caucasian,9/30/12,OR,Male
37.0,Black / African American,5/26/12,MI,Male
29.0,Asian,3/20/81,CA,Male
40.0,White / Caucasian,11/26/98,WA,Female
18.0,Black / African American,10/1/10,WV,Male
42.0,White / Caucasian,9/10/17,OH,Male
43.0,White / Caucasian,8/27/16,FL,Male
16.0,White / Caucasian;Hispanic / Latino,2/4/14,TX,Male
0.0,White / Caucasian;Hispanic / Latino,12/6/91,CA,Male
31.0,White / Caucasian,9/11/88,TX,Male
28.0,Black / African American,2/24/91,NY,Male
41.0,White / Caucasian,4/17/89,WY,Female
56.0,White / Caucasian,1/25/84,PA,Male
34.0,Black / African American,7/25/85,MO,Male
53.0,White / Caucasian,9/27/07,CA,Male
15.0,White / Caucasian,10/19/16,CO,Female
20.0,White / Caucasian,1/8/01,CA,Female
21.0,Black / African American,1/18/00,FL,Male
25.0,White / Caucasian,5/9/04,IL,Male
57.0,White / Caucasian,6/29/11,AZ,Male
36.0,White / Caucasian,8/23/95,OR,Male
47.0,White / Caucasian,10/1/11,GA,Male
32.0,Native American / Alaskan Native,12/14/56,NM,Female
90.0,White / Caucasian,5/16/95,PA,Male
21.0,Black / African American,12/11/81,FL,Female
66.0,Asian,6/7/08,CA,Female
27.0,Hispanic / Latino,7/1/86,TX,Male
72.0,White / Caucasian,7/20/17,MO,Male
92.0,White / Caucasian,7/11/16,ID,Male
32.0,Black / African American,4/1/13,CA,Female
24.0,White / Caucasian,4/1/15,VA,Male
31.0,Hispanic / Latino,5/29/17,NY,Female
16.0,White / Caucasian,8/20/16,FL,Female
41.0,White / Caucasian,9/6/08,AK,Male
15.0,White / Caucasian,5/1/77,FL,Female
38.0,Black / African American,4/22/16,MI,Female
41.0,White / Caucasian,1/6/13,KY,Male
1.0,Hispanic / Latino,4/5/95,TX,Female
29.0,White / Caucasian,1/1/46,IN,Female
75.0,White / Caucasian,2/3/03,OH,Female
16.0,Other,12/1/84,OK,Male
4.0,Other,1/1/10,GA,Male
45.0,Black / African American;Hispanic / Latino,4/25/14,PA,Female
62.0,White / Caucasian,12/1/08,CA,Female
21.0,White / Caucasian,2/18/84,PA,Female
20.0,Native American / Alaskan Native,1/25/12,WI,Male
1.0,Hispanic / Latino,4/19/01,WA,Male
24.0,Black / African American,3/20/13,IL,Male
53.0,Asian,6/16/01,MI,Female
44.0,White / Caucasian,8/15/02,NC,Female
36.0,Hispanic / Latino,8/10/12,AZ,Male
19.0,Hispanic / Latino,7/11/12,AZ,Male
55.0,White / Caucasian,7/15/14,CA,Female
47.0,Black / African American,2/19/18,GA,Female
50.0,Black / African American,12/23/97,MS,Male
63.0,White / Caucasian,4/4/17,OH,Male
56.0,White / Caucasian,5/6/17,OK,Male
36.0,Black / African American,4/1/16,TX,Male
53.0,White / Caucasian,2/19/98,CA,Male
20.0,White / Caucasian,7/19/86,OR,Male
25.0,White / Caucasian,8/13/12,FL,Female
29.0,White / Caucasian,1/19/05,OK,Male
48.0,White / Caucasian;Hispanic / Latino,1/21/09,FL,Male
17.0,Hispanic / Latino,7/20/12,AZ,Male
31.0,White / Caucasian,12/8/76,WA,Female
40.0,White / Caucasian,8/9/05,CA,Male
26.0,White / Caucasian,5/25/15,TX,Male
37.0,Hispanic / Latino;Uncertain,8/30/82,CA,Male
11.0,White / Caucasian,8/1/74,FL,Female
45.0,White / Caucasian,12/27/17,TN,Female
27.0,Black / African American,8/11/10,TN,Male
33.0,White / Caucasian,6/24/78,AK,Male
20.0,White / Caucasian,8/1/79,WA,Male
29.0,Black / African American,9/1/81,MI,Male
36.0,White / Caucasian,6/10/11,LA,Male
37.0,White / Caucasian,10/19/85,MI,Female
21.0,White / Caucasian,2/2/04,MI,Female
38.0,White / Caucasian,3/20/84,WV,Female
51.0,White / Caucasian,5/16/06,AZ,Male
22.0,White / Caucasian,1/3/17,GA,Male
32.0,White / Caucasian;Hispanic / Latino,2/1/15,NJ,Male
24.0,White / Caucasian;Hispanic / Latino,9/19/13,CT,Male
78.0,White / Caucasian,11/16/15,OR,Male
24.0,White / Caucasian,10/24/84,PA,Female
27.0,White / Caucasian,10/8/11,IL,Male
41.0,White / Caucasian,11/29/12,MI,Female
44.0,White / Caucasian,3/29/80,CA,Female
21.0,White / Caucasian,11/3/80,AZ,Female
42.0,Native American / Alaskan Native,8/11/99,OK,Male
34.0,White / Caucasian,2/25/95,MO,Male
28.0,White / Caucasian,3/6/85,TX,Female
24.0,Hispanic / Latino,8/9/15,TX,Female
37.0,White / Caucasian,11/10/01,OK,Male
42.0,White / Caucasian,1/5/95,FL,Female
36.0,White / Caucasian,8/20/02,TN,Male
52.0,White / Caucasian,3/3/12,CA,Male
31.0,Black / African American,10/21/14,TX,Male
38.0,Hispanic / Latino,6/13/12,TX,Male
65.0,White / Caucasian,2/12/14,OR,Male
24.0,White / Caucasian,8/1/14,CA,Female
22.0,Black / African American,6/19/90,CA,Female
8.0,Other,8/22/09,VA,Female
43.0,Hispanic / Latino,5/1/13,AZ,Male
51.0,White / Caucasian,9/17/82,FL,Male
27.0,White / Caucasian,9/16/79,CA,Female
85.0,White / Caucasian,8/20/12,FL,Male
12.0,Hispanic / Latino,8/9/12,TX,Female
2.0,White / Caucasian;Hispanic / Latino,10/22/07,AZ,Male
26.0,White / Caucasian,11/17/10,NJ,Male
20.0,White / Caucasian,6/15/12,NJ,Female
20.0,Black / African American,4/1/82,CA,Female
36.0,White / Caucasian,8/17/13,IN,Male
30.0,White / Caucasian;Hispanic / Latino,4/17/15,FL,Female
52.0,White / Caucasian,8/23/12,NH,Male
33.0,White / Caucasian,2/7/18,NJ,Male
31.0,White / Caucasian,3/9/82,FL,Male
69.0,White / Caucasian,12/23/72,CA,Male
